iter	Logloss
174	0.1229985048
175	0.1220267851
176	0.1211434915
177	0.1207578407
178	0.1202228672
179	0.1193654671
180	0.1189789908
181	0.1185486101
182	0.117032443
183	0.1167596616
184	0.1164307281
185	0.1155074193
186	0.1147513026
187	0.1141691156
188	0.113647669
189	0.1128098339
190	0.1123580439
191	0.1119288158
192	0.111345491
193	0.111036658
194	0.110711108
195	0.1103702391
196	0.1099511989
197	0.1094114959
198	0.1090521476
199	0.1086019489
200	0.1080093286
201	0.1076549329
202	0.1072629165
203	0.1067857907
204	0.1065319497
205	0.1058250769
206	0.1047745315
207	0.1044501119
208	0.1040988617
209	0.1035547862
210	0.1031853541
211	0.1028167846
212	0.1025047019
213	0.1020539455
214	0.1017898126
215	0.1014020721
216	0.1008929847
217	0.1002231599
218	0.09994471198
219	0.09850991383
220	0.09804040288
221	0.09755119296
222	0.09724859164
223	0.09676194726
224	0.09615893092
225	0.09534550211
226	0.09502691257
227	0.09407257173
228	0.09377232031
229	0.09350991264
230	0.09323491518
231	0.09283834028
232	0.09206633956
233	0.09179315658
234	0.0915456886
235	0.09104606774
236	0.09085227559
237	0.09031638004
238	0.09001208323
239	0.0892977591
240	0.08889261749
241	0.08828658942
242	0.08793217881
243	0.08753314991
244	0.08717715536
245	0.08687134152
246	0.08658792607
247	0.08628510166
248	0.08595444287
249	0.0855321827
250	0.08523466787
251	0.08496631854
252	0.08461906174
253	0.08430638412
254	0.08387296194
255	0.08350381986
256	0.08329821873
257	0.08285162672
258	0.08217890916
259	0.08205948084
260	0.08176958086
261	0.08071894629
262	0.08029848573
263	0.07996908368
264	0.07949905962
265	0.07930108822
266	0.07889565659
267	0.07863210372
268	0.07823891982
269	0.07783936293
270	0.07737061793
271	0.07712374487
272	0.07686701117
273	0.0765235023
274	0.07603263406
275	0.0757294304
276	0.07550387745
277	0.07510351
278	0.07494172404
279	0.07469569129
280	0.07434841218
281	0.07414327954
282	0.07376050657
283	0.07352001393
284	0.07329437918
285	0.07278830353
286	0.07250259768
287	0.07226549603
288	0.0719725397
289	0.07154446428
290	0.07119601022
291	0.07094672777
292	0.07054244878
293	0.07031182422
294	0.07005468895
295	0.06967979111
296	0.06918797101
297	0.06894570851
298	0.06879376089
299	0.0684125793
300	0.06818301071
301	0.06792590518
302	0.06763154338
303	0.06736409384
304	0.06717812477
305	0.06683906286
306	0.0666455756
307	0.0663582263
308	0.06614193909
309	0.06597810812
310	0.06567604966
311	0.06526350885
312	0.06472715968
313	0.0644291243
314	0.06413841376
315	0.0638472496
316	0.06370226243
317	0.0635632913
318	0.06340712724
319	0.06304890178
320	0.06283678637
321	0.06272167116
322	0.0623861341
323	0.0620672471
324	0.06186498862
325	0.06168972793
326	0.06146197381
327	0.0613587754
328	0.06117991179
329	0.06096516762
330	0.06083740312
331	0.06067029642
332	0.06052491141
333	0.06032969519
334	0.06018093405
335	0.05980776889
336	0.05960380376
337	0.05938448994
338	0.05920795763
339	0.05905052939
340	0.05866333921
341	0.05854155728
342	0.05794743857
343	0.05774847813
344	0.05753891341
345	0.05729529004
346	0.05709896952
347	0.05695877138
348	0.05672068441
349	0.0565601961
350	0.05626653331
351	0.05617141453
352	0.0560123949
353	0.05580547753
354	0.05563322115
355	0.0553387701
356	0.05503751477
357	0.05487935777
358	0.05463999173
359	0.05442290511
360	0.05418732791
361	0.05394460436
362	0.05366199576
363	0.05337347895
364	0.05307095571
365	0.05294340314
366	0.05273231396
367	0.05263156955
368	0.05235531534
369	0.05221142132
370	0.0518075662
371	0.05165760409
372	0.05140835511
373	0.05131877272
374	0.05111941071
375	0.05092663734
376	0.05071062527
377	0.05043433388
378	0.05027259254
379	0.0500661734
380	0.04993154512
381	0.04977310925
382	0.04962406181
383	0.04944308626
384	0.04930977422
385	0.04897979213
386	0.04888697119
387	0.04865023764
388	0.04855241945
389	0.04844275139
390	0.04820552704
391	0.04812286791
392	0.0480025621
393	0.04775240216
394	0.04755152685
395	0.04745037344
396	0.04725022318
397	0.04702068433
398	0.04683317592
399	0.0465272022
400	0.04637408706
401	0.04622183455
402	0.04607097635
403	0.04587955641
404	0.04574730776
405	0.04558028659
406	0.04539797621
407	0.04530805546
408	0.04508456983
409	0.0449619922
410	0.04458574466
411	0.04416287099
412	0.0439881011
413	0.04388667999
414	0.04371512634
415	0.04355355975
416	0.0434751059
417	0.04335575567
418	0.04325203671
419	0.04317647561
420	0.04308244998
421	0.04291067696
422	0.04254740962
423	0.04245022353
424	0.0422047262
425	0.04203335474
426	0.04182827415
427	0.04168873785
428	0.04157258154
429	0.04143507166
430	0.04133953272
431	0.04110498918
432	0.04092256354
433	0.04072110819
434	0.04064407098
435	0.04050387656
436	0.04037216705
437	0.04027271658
438	0.04014166519
439	0.04005379316
440	0.03992478306
441	0.03973975097
442	0.0395811924
443	0.03945737661
444	0.03932306437
445	0.03923612933
446	0.03904509607
447	0.03895306711
448	0.03874791216
449	0.03863389381
450	0.03852027331
451	0.03837495522
452	0.03825368639
453	0.03813767137
454	0.03793028923
455	0.03780138324
456	0.03764887789
457	0.03746836711
458	0.03738119782
459	0.03728478883
460	0.03716943565
461	0.03692226513
462	0.03685047429
463	0.0367543739
464	0.03667879794
465	0.03660893311
466	0.03645839468
467	0.03630447642
468	0.03622595564
469	0.03615665227
470	0.03607172877
471	0.0360186144
472	0.03593410734
473	0.0358595799
474	0.03570840938
475	0.03566585467
476	0.03558330338
477	0.03543641993
478	0.0353275364
479	0.03508525159
480	0.03497399958
481	0.03490361793
482	0.03460092737
483	0.03453436058
484	0.03445183904
485	0.03438069515
486	0.03428085799
487	0.03408058131
488	0.03398986115
489	0.03385688745
490	0.03378914572
491	0.03368097608
492	0.03357233424
493	0.03350745179
494	0.03341238135
495	0.03333618444
496	0.03321823225
497	0.03300116421
498	0.03274001701
499	0.03269160616
500	0.0325077676
501	0.0323483241
502	0.03223273296
503	0.0321104974
504	0.03203322594
505	0.03190409314
506	0.0318160761
507	0.03173629115
508	0.03161700784
509	0.0315724639
510	0.03148847738
511	0.03141957185
512	0.03117720896
513	0.03108650367
514	0.03091474366
515	0.03080436914
516	0.03062020896
517	0.03054969717
518	0.03048921707
519	0.03044855492
520	0.03037104921
521	0.03027047398
522	0.03017628661
523	0.03001570349
524	0.02990633659
525	0.02981483189
526	0.02974414907
527	0.0295433537
528	0.02945555418
529	0.029359926
530	0.02928824113
531	0.02919623261
532	0.02905707743
533	0.02884461995
534	0.02873610452
535	0.02867533068
536	0.02857857961
537	0.02852767571
538	0.02842545704
539	0.02832070628
540	0.02827230472
541	0.02814949842
542	0.02789216051
543	0.02778504312
544	0.02762803876
545	0.02755592629
546	0.02746524517
547	0.02734563094
548	0.02731207054
549	0.02723465035
550	0.02713204313
551	0.02705088058
552	0.02699354979
553	0.02689277377
554	0.02673657254
555	0.02668855953
556	0.02662107807
557	0.02657228981
558	0.02653177825
559	0.02644008021
560	0.02628711194
561	0.02620557014
562	0.02609403368
563	0.02598432657
564	0.0259163227
565	0.02585675541
566	0.02578966622
567	0.02568724677
568	0.02561472158
569	0.02556095839
570	0.02551072747
571	0.02539780413
572	0.02534031159
573	0.02525720629
574	0.02519394311
575	0.02516210796
576	0.02507939306
577	0.02498405677
578	0.02488452263
579	0.02485583864
580	0.02477800573
581	0.02465023565
582	0.02456038926
583	0.02451371108
584	0.02442658642
585	0.02433281362
586	0.02426520946
587	0.02423089798
588	0.02412037473
589	0.02407986689
590	0.02396379424
591	0.02391775373
592	0.02388613423
593	0.02385318733
594	0.02381215709
595	0.02374860018
596	0.02368449855
597	0.02361784253
598	0.02354485628
599	0.02337340116
600	0.02330156012
601	0.02321397254
602	0.02311003792
603	0.02305303804
604	0.02299760538
605	0.0229299882
606	0.02286559656
607	0.02282017885
608	0.02276809442
609	0.0227108826
610	0.02265692792
611	0.02262431566
612	0.02256719308
613	0.0225013532
614	0.02244374539
615	0.02234266821
616	0.0222437922
617	0.02220255001
618	0.02216683492
619	0.02211297877
620	0.02197838023
621	0.02191949523
622	0.02187343613
623	0.02183087956
624	0.02177017451
625	0.02167512451
626	0.02157290398
627	0.02149555816
628	0.02142918658
629	0.02140428027
630	0.02131617028
631	0.02126688379
632	0.02114737925
633	0.02110860966
634	0.0210162535
635	0.0209615812
636	0.02090064004
637	0.02086420176
638	0.02075512861
639	0.0207019157
640	0.02064870466
641	0.02057606793
642	0.02055291847
643	0.02050587962
644	0.02044999706
645	0.02037498998
646	0.02033305063
647	0.02029522547
648	0.02024898975
649	0.02016573572
650	0.02011430941
651	0.02008515135
652	0.02004900681
653	0.02002258906
654	0.01996220376
655	0.01991218851
656	0.0198693475
657	0.01978651548
658	0.01973314456
659	0.0196390427
660	0.01960135511
661	0.01955438319
662	0.01950289368
663	0.01946662829
664	0.01937465324
665	0.01934316945
666	0.0192734831
667	0.01925700222
668	0.01920517062
669	0.01916022512
670	0.01904807145
671	0.01897475614
672	0.0188587876
673	0.01877086724
674	0.01874270565
675	0.01871115122
676	0.0186589571
677	0.01860062425
678	0.01855677747
679	0.01852212764
680	0.0184710936
681	0.01843080885
682	0.01839145179
683	0.01831422123
684	0.01829174476
685	0.01825436206
686	0.01821550882
687	0.01816790109
688	0.01811541696
689	0.01808027633
690	0.01804735546
691	0.01801223713
692	0.01799088728
693	0.01793481137
694	0.01780904167
695	0.01775915469
696	0.01771358454
697	0.01768468303
698	0.01760920374
699	0.01756978347
700	0.01750511668
701	0.01746878251
702	0.01742210061
703	0.01731677353
704	0.01730225585
705	0.01724607026
706	0.01718169349
707	0.01710253318
708	0.01704788878
709	0.01698871004
710	0.01689803264
711	0.01687082849
712	0.01683926662
713	0.01676729915
714	0.01673177369
715	0.01665217092
716	0.01661295701
717	0.01657608928
718	0.01652871394
719	0.01642702884
720	0.01639831138
721	0.01638142707
722	0.01632223718
723	0.01628261985
724	0.01625699035
725	0.01622073426
726	0.01617416391
727	0.01614652287
728	0.01611595376
729	0.01605922531
730	0.01602552176
731	0.01598724669
732	0.01593887302
733	0.015893433
734	0.01584001002
735	0.0158030735
736	0.01578365524
737	0.01576728219
738	0.01571327545
739	0.01568431817
740	0.01567149599
741	0.01561025551
742	0.01559019958
743	0.01556673872
744	0.01552197634
745	0.01549652904
746	0.015439241
747	0.01542330855
748	0.01536882402
749	0.01533325301
750	0.01531103496
751	0.0152321182
752	0.01520157604
753	0.0151636886
754	0.01512705418
755	0.01508761253
756	0.01506170603
757	0.0150304221
758	0.01501535227
759	0.01491603843
760	0.01489267425
761	0.01486989381
762	0.01483489262
763	0.01482021505
764	0.01471985827
765	0.01465752
766	0.01463581226
767	0.01458822778
768	0.01454073996
769	0.01449929328
770	0.01444682215
771	0.01443343109
772	0.01439922837
773	0.01434535084
774	0.01431945457
775	0.01429603832
776	0.01425553606
777	0.01421558502
778	0.01418970826
779	0.01414488546
780	0.01408848049
781	0.01404561253
782	0.01399735784
783	0.01396526334
784	0.01394812154
785	0.01390997847
786	0.01389124994
787	0.01387019103
788	0.0138483197
789	0.01382828422
790	0.01381200133
791	0.01375315072
792	0.01371497605
793	0.01367521928
794	0.01362818323
795	0.01360392109
796	0.01357497869
797	0.01355686831
798	0.01350655838
799	0.0134680658
800	0.01345474724
801	0.0134212705
802	0.01340274926
803	0.01335838101
804	0.01332597789
805	0.01329655863
806	0.01325317105
807	0.013224224
808	0.01318212756
809	0.01316705401
810	0.01315038164
811	0.01311778239
812	0.01309314287
813	0.01307257104
814	0.01303725194
815	0.01301424935
816	0.01293188675
817	0.01288415167
818	0.0128487768
819	0.0128363097
820	0.01281292506
821	0.01279696473
822	0.01277744236
823	0.01276094939
824	0.0127419076
825	0.01269405261
826	0.0126789205
827	0.01260210545
828	0.01259123625
829	0.01257091447
830	0.01254648967
831	0.01252769235
832	0.01251120031
833	0.01248269572
834	0.01246457047
835	0.01243806627
836	0.0124225047
837	0.01240754456
838	0.01238271262
839	0.01236871362
840	0.01234741768
841	0.01231321775
842	0.0122748014
843	0.01223687026
844	0.01222050557
845	0.01219969578
846	0.01219059086
847	0.01217123116
848	0.01213405296
849	0.01210777186
850	0.01209046088
851	0.01206268134
852	0.01204274998
853	0.01203027358
854	0.01200030124
855	0.01198560602
856	0.01195006196
857	0.01192369441
858	0.01191332344
859	0.01187474627
860	0.01185084202
861	0.01182227236
862	0.01180434789
863	0.01176807135
864	0.01174290477
865	0.01171987708
866	0.01170602774
867	0.01169123863
868	0.01168148768
869	0.01163636835
870	0.01161300788
871	0.01158997461
872	0.01158024317
873	0.01154453831
874	0.01153192341
875	0.01146978313
876	0.01145141898
877	0.01141305468
878	0.01139460966
879	0.01138252368
880	0.01137264909
881	0.01135671664
882	0.01133946423
883	0.01128837999
884	0.01125606333
885	0.01124262671
886	0.01123431934
887	0.01122153527
888	0.01120165689
889	0.01117840982
890	0.01115251169
891	0.01114086074
892	0.01113224661
893	0.01110804026
894	0.01109261906
895	0.01108312837
896	0.01106389695
897	0.01104395908
898	0.01100606513
899	0.01096965845
900	0.01092934954
901	0.01090149099
902	0.01086970045
903	0.01084285882
904	0.01081909772
905	0.01078207475
906	0.01074959913
907	0.01072651102
908	0.01069685937
909	0.01068420172
910	0.01066916628
911	0.01065738426
912	0.01064344476
913	0.0106211951
914	0.01059569016
915	0.0105830195
916	0.01057086659
917	0.01056209723
918	0.01054549365
919	0.01052459462
920	0.01051793906
921	0.01046265326
922	0.01045507373
923	0.01044195967
924	0.01042849795
925	0.01040616277
926	0.01039339636
927	0.01036729001
928	0.01034642538
929	0.01033233529
930	0.01031444335
931	0.01030728025
932	0.01024834598
933	0.01022200538
934	0.01021087777
935	0.01019067032
936	0.01017267706
937	0.01011789137
938	0.01009533403
939	0.01008165015
940	0.01005369028
941	0.01004611353
942	0.0100068234
943	0.01000100164
944	0.009981673553
945	0.009975958693
946	0.009950971514
947	0.009902736342
948	0.009888360883
949	0.009861028456
950	0.009832665159
951	0.009799495171
952	0.00978144242
953	0.009768191714
954	0.0097517099
955	0.009751669929
956	0.009734616443
957	0.009697960649
958	0.009689871723
