customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
f974e1c2-d854-41d2-b5ea-4383fa91775c,MN,79,area_code_510,False,False,0,121.3,112,20.62,282.8,107,24.04,123.1,83,5.54,7.4,4,2.0,1,False
b543119f-5e4a-4fa7-a490-fe1acb477d30,WA,63,area_code_408,False,False,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,False
85b22883-d8a2-4b43-b04d-57f90231354d,WA,45,area_code_510,False,False,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1,True
0099cfdd-2c93-4307-ac18-4c5017a10a11,KS,119,area_code_415,False,False,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False
e3346954-e2f8-41da-a4f5-2955e907972f,NJ,115,area_code_510,False,False,0,156.8,104,26.66,264.7,84,22.5,249.0,112,11.21,7.4,8,2.0,0,False
57b3650e-8ea8-4f93-95b2-f3b59351da13,IN,113,area_code_415,False,False,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,True
09a8bd56-ddc1-41f2-bb7c-1fbfe4ddccc1,MN,96,area_code_408,False,False,0,208.1,93,35.38,189.2,107,16.08,279.6,90,12.58,7.4,2,2.0,1,False
d42f0f71-4bfc-4494-ad9b-efee0a2e0abc,NY,117,area_code_415,False,False,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,False
b6914013-534a-4b2c-a888-21d7b2959b43,VT,152,area_code_415,False,False,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,False
c10be9d4-d61d-4242-9109-6af0c589d7bd,OH,125,area_code_415,False,False,0,214.7,115,36.5,260.6,94,22.15,266.3,123,11.98,7.4,6,2.0,3,False
2f8cbabb-b35b-46ac-a48e-c1effd5a8c9e,DE,87,area_code_510,False,False,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,False
eec11e9b-4ccf-47f7-aa5b-86e21283e4de,VT,159,area_code_415,False,False,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,True
a5f992be-d902-4d77-99f8-d14a9df0c0ce,NH,114,area_code_415,False,False,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,False
feb913db-8150-4ef2-9b31-66675f15b7a8,MS,107,area_code_415,False,False,0,220.1,103,37.42,200.4,94,17.03,272.6,147,12.27,7.4,5,2.0,2,False
73822d07-56a4-4734-9ab5-7cbec9f5c103,ID,60,area_code_510,False,False,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False
7fe19729-a90c-4f5b-ba56-b9c0e250daf7,WV,59,area_code_510,False,False,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0,False
e4046328-4ee9-4063-9fc1-0c533f39ddc8,DE,142,area_code_408,False,False,0,187.0,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2.0,2,False
74da5a24-96f7-47ec-b0e1-6a5f1d51749f,CT,120,area_code_408,True,False,0,202.0,123,34.34,184.3,78,15.67,176.0,89,7.92,7.4,2,2.0,2,True
3e9045d0-bafa-4d67-9bb2-657e9c8e945c,CO,49,area_code_415,False,False,0,172.0,142,29.24,224.0,100,19.04,177.3,86,7.98,7.4,1,2.0,0,False
0d07a40a-e7d5-46be-9909-14479bc05dfd,HI,146,area_code_510,False,False,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,False
1bed1693-bddd-46cc-b0c3-91d8bca7d356,MO,120,area_code_415,False,False,0,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75,3,False
5e979811-cacb-4ad4-94b2-b7cf1e04046b,MN,139,area_code_510,False,False,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True
2a9bd3c9-94fd-468b-a0d5-223a57b5fb53,WV,93,area_code_415,False,False,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,False
47d3b51e-2e67-4617-9fc9-076517f5b1c5,KS,132,area_code_415,False,False,0,164.0,112,27.88,243.6,80,20.71,155.5,122,7.0,10.2,4,2.75,1,False
86dee473-f8ce-47b8-909e-5a3d13f71881,IA,46,area_code_510,False,False,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,False
2f6d5899-2833-4d00-9510-26d2871d8ce0,OH,162,area_code_415,False,False,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False
3ae2e5ea-76d5-4a0d-95ed-d16f0e27ed88,MT,157,area_code_408,False,False,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2,False
9c79d941-e8bb-4251-b063-de46fa975642,RI,83,area_code_510,False,False,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,False
c8c86920-f8a8-46b1-a034-de8113000c2f,MO,36,area_code_415,False,False,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,False
5537eedd-5262-4217-ae11-aa8d5d4b2f79,NH,112,area_code_415,False,False,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,False
7cf4dfb2-eb28-4294-9f1d-04c00f376ba4,WA,143,area_code_510,False,False,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False
b157b94d-3b83-4367-8e4a-46141df502a1,NY,106,area_code_408,False,False,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False
f9803616-9bec-439b-a5a6-df4c0f633942,AL,16,area_code_415,False,False,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False
758631b3-5c61-4631-9de7-fe6b639a0920,IA,102,area_code_510,False,False,0,171.5,77,29.16,261.0,107,22.19,328.8,72,14.8,10.2,1,2.75,0,False
dc586bb7-88f1-4de6-bc03-f2ac4578eb88,IN,100,area_code_510,False,False,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False
9ca887f3-0b38-4002-9573-1b8131552022,HI,174,area_code_415,False,False,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,False
03497c93-b336-48a4-b295-15ed88ffe296,KY,147,area_code_408,False,False,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False
08dd6423-3881-44cd-bc58-dc6acbcd7684,AR,110,area_code_408,False,False,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,False
16446571-043a-4f78-91cd-f42d09a56a62,IN,81,area_code_408,False,False,0,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,10.2,3,2.75,1,False
e2c65838-d0df-4d5a-ae50-3086abebe281,NC,126,area_code_415,False,False,0,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75,1,False
227bfc48-3366-420a-b7f1-cfefaccb4b5d,AK,59,area_code_408,False,False,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False
e8e310bb-b902-4c8c-bf04-6d406d1a3b01,MO,132,area_code_408,False,False,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,False
6f2e9d02-3fb7-40c4-a386-f4143008ff1e,KY,109,area_code_415,False,False,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,False
04c8f9a7-4c22-4dc2-bb22-c22401951f58,NE,100,area_code_415,False,False,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3,False
bc9b1940-5f33-45c1-b729-5aa174f07b8d,SD,131,area_code_510,False,False,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,False
93ba5a65-6446-4266-8752-addfd43c130a,NM,68,area_code_408,False,False,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,False
881cbee2-7139-4fce-aa7f-62d0a191bbc9,MN,68,area_code_510,False,False,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,False
cce96c9b-7ef3-4a51-8587-0286312e49fa,IN,51,area_code_510,False,False,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False
5dbbc198-2f45-4ca0-8b2b-2eb375bce796,AL,166,area_code_415,True,False,0,191.3,120,32.52,167.3,88,14.22,162.9,110,7.33,10.2,2,2.75,2,True
09ec2c8d-46d7-41e6-be3d-fce996b4a27c,SC,41,area_code_408,False,False,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,False
d867b139-c516-440b-9f2b-9bc056596de4,VA,100,area_code_415,False,False,0,200.7,151,34.12,290.8,127,24.72,186.7,105,8.4,10.2,9,2.75,1,False
70b8357e-428a-4b1b-978c-f220e26d8b5c,MO,6,area_code_510,False,False,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,False
48e19ed1-c105-4be8-ad10-ec5573067447,PA,147,area_code_415,False,False,0,188.3,80,32.01,214.7,123,18.25,218.0,89,9.81,10.2,4,2.75,2,False
329b0284-c1bd-4cc0-a004-5f7db40a570d,KS,124,area_code_415,False,False,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False
ec1c2014-526b-4921-81a1-0ba7155de1b3,WI,143,area_code_510,False,False,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False
af28141f-1273-4ace-b8b9-ea56d88c7e0d,FL,120,area_code_415,False,False,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,False
f9980abf-9648-49d6-91a0-265463219965,WV,193,area_code_415,False,False,0,180.5,114,30.69,117.9,80,10.02,192.9,97,8.68,10.2,4,2.75,2,False
169bec66-fc36-44a8-919f-c1c252ddecfc,ID,43,area_code_415,False,False,0,253.6,110,43.11,253.3,92,21.53,161.3,103,7.26,10.2,3,2.75,3,True
ebce6eaa-44dd-4659-ab58-0eac86368091,MT,83,area_code_408,False,False,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2,False
7d972638-82fb-4c0c-9ece-e30040c0f9cb,MN,30,area_code_408,False,False,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,False
a8915acf-6f92-4aa5-b1d8-1202d4867082,UT,78,area_code_415,False,False,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,False
b3dbf778-f14e-41c9-a415-0e65bebf620b,MN,113,area_code_408,False,False,0,198.6,115,33.76,258.0,106,21.93,245.8,104,11.06,10.2,6,2.75,1,True
dc4a8a7a-cf93-45d7-a3ce-d768d52fe3e0,MS,137,area_code_510,False,False,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,False
165e6cbb-0830-40e7-aaf3-5ba5c5ccd8d4,NE,154,area_code_415,False,False,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,False
fd3dbfd4-323c-4f8d-8da8-b037b10ffb45,MI,61,area_code_415,False,False,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,False
adaebf0f-8d6d-4f4b-8480-ed3c7dda0524,SD,98,area_code_415,False,False,0,307.2,65,52.22,138.6,97,11.78,381.6,99,17.17,10.2,4,2.75,2,True
3c7d0e41-813e-4e22-9476-dec4a0dda277,WY,32,area_code_408,False,False,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,False
7320a30f-3d3e-4c7e-95fe-11568d002802,WY,67,area_code_510,False,False,0,125.0,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,True
7eae25bd-1156-4e28-94ec-f282a19fa8da,UT,100,area_code_408,False,False,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,False
70722148-bedc-40dc-86bf-9a3fabca00e1,NV,89,area_code_415,False,False,0,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75,1,False
3ee2ac31-f4f7-4c00-9040-6eb9bb48d9c7,NM,69,area_code_415,False,False,0,111.3,110,18.92,226.8,107,19.28,187.6,66,8.44,10.2,12,2.75,1,False
69589108-593e-4c67-808a-b913f5bcf7e6,IN,129,area_code_415,False,False,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,True
86214f02-f6d9-4845-8930-4450d6768f56,OK,109,area_code_415,True,False,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,False
e386f80e-1943-458a-9e56-3c65e92f9f41,GA,44,area_code_510,False,False,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3,True
8dcb2c91-84e6-4c55-a8b8-16e99844b2f8,IA,73,area_code_415,False,False,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,False
3bd2717a-b1c8-4173-86a3-31c4b8d996db,MD,93,area_code_510,True,False,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True
18761a4b-ceca-4850-b3fe-9532ba2af761,NJ,24,area_code_408,False,False,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,True
4dc6de74-eccb-4735-9647-bae851b96e39,WA,112,area_code_408,False,False,0,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,11.1,6,3.0,1,False
d532c32c-b3b7-4284-b229-f8e1d38db630,MI,126,area_code_415,False,False,0,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,11.1,1,3.0,3,False
2d3a353d-76bb-431a-818d-e31e97095d51,MS,124,area_code_415,False,False,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,False
f4c8ab83-470d-44d4-97ee-7e99343494a9,AK,110,area_code_408,False,False,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,False
7c1a07f2-39aa-48b3-ad6d-ef409aaa96c7,CA,60,area_code_415,True,False,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,False
b1cf9de4-7da1-49ca-a461-db848c45366b,NE,136,area_code_415,False,False,0,259.0,105,44.03,166.9,125,14.19,255.1,107,11.48,11.1,3,3.0,3,False
94252d66-e736-4258-a498-dae78ae8c10b,MA,113,area_code_510,False,False,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3.0,1,False
aff6724d-6d02-461c-bcdd-3b39ab9a7864,ID,69,area_code_510,True,False,0,199.7,121,33.95,189.4,92,16.1,264.0,120,11.88,11.1,4,3.0,6,True
bcda4f8a-a128-41af-b5a5-5eb5890898cf,CO,135,area_code_415,True,False,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3.0,2,False
56bd1002-3f0c-4c42-ba08-10c5e597cef6,OR,1,area_code_415,False,False,0,195.0,81,33.15,266.2,123,22.63,213.9,132,9.63,11.1,6,3.0,0,False
98c765f9-1800-4bb8-9834-fbb53e745d91,GA,120,area_code_510,False,False,0,147.7,101,25.11,144.1,71,12.25,237.0,115,10.67,11.1,5,3.0,0,False
ad3ed146-7684-438e-8d5a-01c72b8c01eb,DE,63,area_code_408,False,False,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False
213eaf63-c53b-47ad-aa6c-53255ebf62fe,NY,139,area_code_510,False,False,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True
f88b8075-b333-4f1b-b4a3-b539cab2e97c,MN,133,area_code_415,False,False,0,128.9,85,21.91,201.4,93,17.12,275.3,103,12.39,11.1,3,3.0,1,False
80256299-c6e8-4e30-a25c-4500332bbc53,HI,63,area_code_415,False,False,0,112.5,95,19.13,211.2,67,17.95,227.5,96,10.24,11.1,8,3.0,0,False
b466e4e2-6147-437d-ab92-7ef6663dd627,ID,42,area_code_510,True,False,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3.0,1,False
d3a44246-73f9-4c59-b3d2-76ba78e6b1f3,DC,82,area_code_510,False,False,0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,1,False
69840543-5b90-4dfb-9c17-b3191f5e895a,OH,97,area_code_408,False,False,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True
9672b74b-764e-4eab-83fa-784b44158cdf,WV,131,area_code_510,False,False,0,256.6,96,43.62,225.2,113,19.14,190.2,91,8.56,11.1,3,3.0,1,True
ba3667b2-2a6c-4cfb-b49c-32aa6cc75190,NE,94,area_code_415,False,False,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False
ed81d13f-ffbe-4ba8-b2dd-22168a255e5d,OH,54,area_code_415,False,False,0,255.4,122,43.42,22.3,87,1.9,152.6,72,6.87,11.1,6,3.0,0,False
661c48ad-e6bc-4c0a-a454-125b16ef7264,NY,91,area_code_510,False,False,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False
1c951b1e-9394-4691-ad14-1d980d67e2ce,WV,43,area_code_415,False,False,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,False
701deae6-aa9a-456f-93ca-c5114fc6c6e4,WV,7,area_code_510,False,False,0,170.2,83,28.93,137.2,123,11.66,188.0,67,8.46,11.1,7,3.0,2,False
489ab933-8c17-4d6e-a337-42e3a0060a46,FL,161,area_code_415,True,False,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,False
c0fa2e31-72e5-4eb2-b4ba-792b8f636a27,CT,45,area_code_415,False,False,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False
efd23315-c77f-4b90-a890-f45e34a53336,SC,89,area_code_415,False,False,0,159.4,126,27.1,207.0,108,17.6,141.6,121,6.37,11.1,4,3.0,1,False
428c7495-aec3-47c9-9f1b-9cf580d04553,NE,105,area_code_408,False,False,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False
93bf1346-3e8b-4022-98d0-9e5851399fdf,HI,141,area_code_510,False,False,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3.0,3,False
2011fc40-238f-4202-b167-d500a5e1c356,KS,167,area_code_415,False,False,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True
d3bdb1e3-6c66-4f2d-9048-b734e6b30213,ID,72,area_code_415,True,False,0,101.0,110,17.17,240.0,70,20.4,333.5,105,15.01,11.1,6,3.0,0,False
87ef6c09-8646-4616-b322-67fa6e435ffd,MD,117,area_code_415,False,False,0,223.7,73,38.03,205.2,69,17.44,282.9,51,12.73,11.1,1,3.0,2,False
1ca76a97-c65b-4b16-a13b-8782b839f939,RI,73,area_code_415,False,False,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,False
97bc7bff-eb07-4731-b2dc-0ec77ec59d54,HI,49,area_code_510,False,False,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1,False
7964f282-2ff9-4152-9510-ff378fc734d9,IA,75,area_code_415,False,False,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False
2f8acc93-5245-475b-80ba-2de191a91343,NY,119,area_code_415,False,False,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False
67bca2d5-00c1-4770-9189-fa66fa5cd36d,MA,101,area_code_408,False,False,0,189.0,122,32.13,179.2,91,15.23,186.8,170,8.41,11.1,6,3.0,0,False
4528e069-1de9-4ef7-a669-fea06c725293,WI,116,area_code_408,False,False,0,152.4,101,25.91,191.0,90,16.24,143.0,96,6.44,11.1,9,3.0,0,False
93f4775b-311e-4f95-8e33-78b573020957,WA,137,area_code_408,False,False,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False
de1dec1b-5671-4e16-a30b-d65a67ed8ce9,ND,102,area_code_510,False,False,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0,2,False
e605f46d-cd52-4017-95d7-b393de97df5f,CO,65,area_code_408,False,False,0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3.0,1,False
96902311-0668-4f27-849f-5d7f11213c8a,ND,55,area_code_415,False,False,0,180.1,77,30.62,235.5,98,20.02,169.4,104,7.62,11.1,2,3.0,0,False
21da0c09-44e1-49fb-93c9-e01aa0e582d1,VT,120,area_code_415,False,False,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False
dd421774-e692-413d-9637-c9ccbf6fef7a,IL,71,area_code_415,False,False,0,112.1,122,19.06,157.9,86,13.42,271.6,104,12.22,11.1,5,3.0,0,False
2446063d-d6f4-46b3-b4b3-ad70b2b09ae4,AK,41,area_code_415,False,False,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,False
0d86aa19-d167-4039-ba0e-73ee01dbc53f,NC,129,area_code_415,False,False,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,False
0655bfab-258e-4081-940d-5083b9da86d4,HI,148,area_code_510,True,False,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False
bb128c9d-e12b-47af-95a8-613973ab1898,WA,45,area_code_415,False,False,0,135.0,116,22.95,159.0,108,13.52,170.3,130,7.66,11.1,15,3.0,1,False
4d53cc35-029e-479c-b23c-88d1f0f2efb1,AL,12,area_code_408,False,False,0,239.7,112,40.75,221.1,122,18.79,207.3,109,9.33,11.1,3,3.0,2,False
0f599cae-7813-4b81-aee4-5475e83c0405,NV,25,area_code_415,False,False,0,250.1,108,42.52,221.9,97,18.86,208.5,84,9.38,11.1,3,3.0,2,False
9951798f-9f43-4720-a089-c0b3c7944b58,LA,133,area_code_510,False,False,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3.0,3,False
a3123e20-7c5f-4e9d-a4d0-4f19392c3652,OR,61,area_code_415,False,False,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,False
2903e9a1-c933-4c81-a24d-34771e1d3f4a,NJ,128,area_code_415,False,False,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,True
683e23b7-212b-4bc7-963b-7156b8af2846,NV,105,area_code_408,False,False,0,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75,1,False
21d6d59c-f010-4795-a439-d0bfd8a9b260,UT,94,area_code_415,False,False,0,183.1,109,31.13,199.4,109,16.95,214.1,71,9.63,13.9,4,3.75,0,False
dbd7a807-74ad-4c0e-95e9-9ff321d73f0c,NJ,127,area_code_510,False,False,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,True
0ff2f8e2-4df7-4e2a-923e-43ae73c7858e,NC,58,area_code_510,False,False,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,True
